"","X","text","stance","sentiment","balanced_train","vader_scores","vader_rep"
"2984",2984,"RT @RoshanaMN: I walked Washington DC and observed both #WomensMarch &amp; #Inauguration 

There were significantly more people today. I saw it…",1,1,1,0,0
"2985",2985,"👇🏾why actually learning about our (poc) history is so important. Not enough Americans know about Executive Order 9066 https://t.co/Z5EpZ5pJwT",1,1,0,0.3327,0.272
"2986",2986,"#womensmarch #womensmarchphiladelphia #resist #be love #liveIRIE #equality #peace https://t.co/ZWOyWOI6tg",1,1,0,0.8271,0.827
"2987",2987,"@NPR you're just droning on with useless stuff, instead of covering the historical #WomensMarch LIVE! 'Sup?",1,0,0,-0.4753,-0.475
"2988",2988,"SOMETIMES I GO OFF!!! 💃🏽 https://t.co/LJSmnVVd8a",1,0,0,0,0
"2989",2989,"This aptly illustrates what the #TrumpTrain will be doing for the whole country after 8 years of democrat fed https://t.co/wYIkJoGFrR",0,1,1,0,0
"2990",2990,"RT @bk_pitt: Crowds are growing bigger by the minute #WomensMarchOnWashington #WomensMarch #TheResistance https://t.co/mhAQGVAAFP",1,1,0,0.1779,0.178
"2991",2991,"Pics or it didn't happen you walking pile of crap https://t.co/5sXZgzCO7C",1,0,0,-0.3818,-0.382
"2992",2992,"Good stuff #WomensMarch https://t.co/0ewPfi4ryW",1,1,0,0.4404,0.44
"2993",2993,"""The empowered woman is powerful beyond measure and beautiful beyond description."" #WomensMarch ♥️ https://t.co/AetTzRFyot",1,1,0,0.8979,0.772
"2994",2994,"Womensmarch = Proud American. https://t.co/Nm0ZtIZecS",1,1,0,0.4767,0.477
"2995",2995,"Incredible power in the air. No words. #WomensMarch https://t.co/0uymjOrTTM",1,1,0,-0.296,-0.296
"2996",2996,"@marcushjohnson Write info@womensmarch.com and insist her name be restored! How DARE they do this to us and to her!!!",1,0,1,0.5526,0.553
"2997",2997,"Tonight was one of the most gratifying experiences. I'm truly blessed. #WomensMarch https://t.co/YR0BWNa1Bv",1,1,0,0.8858,0.886
"2998",2998,"RT @SabrinaLianne: Don't even get me started on #WomensMarch. If you're going to protest, have a goal. Not ""he is bad man and I think will…",0,0,1,0.2144,0.214
"2999",2999,"RT @SabrinaLianne: Don't even get me started on #WomensMarch. If you're going to protest, have a goal. Not ""he is bad man and I think will…",0,0,1,0.2144,0.214
"3000",3000,"RT @Red__Rover: I mean, do you think anybody wants for you to have children? YUCK!! #Feminist kids are insufferable brats. #fact 
@Red__Rov…",0,0,1,0,0
"3001",3001,"RT @Roddee: #WomensMarch taking the blush off the word pussy, Mr trump https://t.co/aZAIFKZ1Sj",1,1,0,0,0
"3002",3002,"RT @funder: Help fund our #BoycottTrump app expansion!
#trumpleaks #theresistance #alternativefacts #WomensMarch #spicerfacts https://t.co/…",1,0,0,0.4574,0.457
"3003",3003,"A woman's place is in the #Resistance! #WomensMarch https://t.co/oakxhZrL8P",1,1,0,0,0
"3004",3004,"Because it's feeling a bit like Germany 1938: cafe Berlin and rye. #WomensMarch https://t.co/FDCHXAwJsR",1,1,0,0.4588,0.459
"3005",3005,"RT @tweetielicious_: So proud of everyone who marched today. I was with you all in spirit. Women's rights are human rights, simple as that.…",1,1,0,0.6899,0.624
"3006",3006,"RT @vro1998: Proud to march. This is the America I believe in. #WomensMarch #WomensMarchLA https://t.co/TaSkqsdTqL",1,1,0,0.4767,0.477
"3007",3007,"Me at the #WomensMarch #WomensMarchChi #ChicagoWomensMarch https://t.co/Yax6Tciz7Z",1,1,0,0,0
"3008",3008,"Now THIS brings me hope! #WomensMarch  Pictures From Women’s Marches on Every Continent https://t.co/xxYpAgZJ2l",1,1,0,0.4926,0.493
"3009",3009,"Madonna Thinks An Awful Lot About Blowing Up The White House #WomensMarch https://t.co/OnrP1ahB9Y ' Madonna Trump '",0,0,1,-0.4588,-0.459
"3010",3010,"Funny, I thought one of the biggest stories today was a little world wide protest called #womensmarch against Trump? https://t.co/uqdvUyxDeT",1,1,0,0.2878,0.288
"3011",3011,"RT @CallawayBOT: RT @6nsinvt #TheResistance #womensmarch @PPact @MomsDemand #LGBTQ #Hispanics #NativeAmerican #POC= NOT 1 DAYS #PEA… https:…",1,1,0,0,0
"3012",3012,"RT @mcyogi: .@10kbuddhas is making posters for the #millionwomenmarch in DC!
Who's going??
#WomensMarch https://t.co/NNRvWmZAtw",1,1,0,0,0
"3013",3013,"All the #WomensMarch photos just make my heart so full❤️",1,1,0,0.6369,0
"3014",3014,"Nothing makes me more happy than women supporting women &amp; men supporting women! You go girls! #WomensMarch",1,1,0,0.8854,0.885
"3015",3015,"At the #WomensMarch in #KC 👊",1,1,0,0,0
"3016",3016,"RT @ReneeOwley: I may not be there be I am with you. #WomensMarch #MarchOnWashington https://t.co/uLYBFgBqHz",1,0,0,0,0
"3017",3017,"@TheMattBRoberts because they don't get it. They don't see it. And that is precisely #whyIMarch #wishiwasthere",1,0,0,0,0
"3018",3018,"#WomensMarch The Rep house said from beginning they would NOT work w/Obama &amp; refused for 8 years. The rep in the house said they wouldn't",1,0,1,-0.296,-0.296
"3019",3019,"We must follow this #WomensMarch with a dialogue with our local representatives",1,1,0,0,0
"3020",3020,"RT @jennajameson: Ain't this sum bullsh*t https://t.co/SFDHY346Bq",1,0,0,0,0
"3021",3021,"RT @glaad: GLAAD senior entertainment media strategist @meg_townsend also marched in Los Angeles. Her marching look was iconic. #WomensMarc…",1,1,0,0.4215,0.421
"3022",3022,"RT @KristineRusch: Wow. Lost 4 followers since I retweeted things about the women's march. Apparently girl power scares them. 😇#WomensMarch",1,0,0,0.4767,0.026
"3023",3023,"We mustn't lose sight of where are #TrumpTaxReturns? #MarchOnWashington #MarchForLife #marchedesfemmes #WomensMarchOnWashington #WomensMarch https://t.co/qSbmz7ZQ5b",1,0,1,0.3089,0.309
"3024",3024,"#womensmarch Just a man in a small town proud of those who have the courage to stand up and be heard.https://t.co/So7MK867Fg https://t.co/KUjplVkZ73",1,1,0,0.743,0.743
"3025",3025,"Thank you for everything you've done and I'm sorry we failed you. ❤ today we march for you too. 💜 https://t.co/lUjANVp9DP",1,1,0,0.8074,-0.273
"3026",3026,"RT @ninabocci: Prep for 18'  https://t.co/PHUQRcWBzn Your reps &amp; stances are listed. Volunteer, donate, post, RUN FOR OFFICE, keep it up! #…",1,1,0,0,0
"3027",3027,"There is always something that can be done to be a part of it, if you can't physically be a part of it. #yeswecan #yeswedid #yeswewill https://t.co/PTEd9zd3WJ",1,0,0,0,0
"3028",3028,"#womensmarch 

""You're a woman living in the most advanced civilization in human history, protesting your... https://t.co/z7354wm3Pv",0,1,1,-0.1298,-0.13
"3029",3029,"#Womensmarch against life is now in full swing. #babykillers",0,0,1,0,0
"3030",3030,"@PatriciaHeaton @Students4LifeHQ @JessicaValenti @womensmarch Great job Patricia! Keep pointing out their hypocrisy #prolife",0,1,1,0.6588,0.659
"3031",3031,"RT @Killingcrawdads: I want everyone to see this, again. THIS is how change happens. One woman at a time. THIS is Red State America. These…",1,1,0,0.0772,0.077
"3032",3032,"RT @un_diverted: While children are dying of hunger around the world  #WomensMarch
for the right to be themselves? Bwahahahahahahahahahahah…",0,0,1,-0.25,-0.25
"3033",3033,"RT @Jennifer_Worick: Scenes from #womxnsmarchseattle #WomensMarch https://t.co/gjAbWg8Bz0",1,1,0,0,0
"3034",3034,"Proud to be a woman today and everyday #WomensMarch #fightingforequalrights",1,1,0,0.4767,0.477
"3035",3035,"Coolest thing I've seen in a minute https://t.co/9iYduYbNw6",1,1,0,0,0
"3036",3036,"RT @allytwerking: some photos from the #WomensMarch in LA today 💛 https://t.co/MlCiRT0L1b",1,1,0,0.6369,0
"3037",3037,"Apparently not. The @womensmarch seems to have caved and kicked them out. https://t.co/xAiYGI7Fm7",0,0,1,0,0
"3038",3038,"RT @Namastaywoke: We get it you hate black people , say it witcha chest https://t.co/rxWTm0Rc67",1,0,0,-0.5719,-0.572
"3039",3039,"RT @HiCaliberLilGal: About 30 MILLION more could have chosen to attend a #WomensMarch today if not for SCOTUS legalizing genocide
#Overturn…",0,0,1,0,0
"3040",3040,"Jennifer Holiday backed out, so mark that one off tRump's https://t.co/CXZejkmCQO",1,0,1,0.4215,0.421
"3041",3041,"Arts community, worldwide crowds unite for #WomensMarch https://t.co/LyxP2IoTCd",1,1,0,0,0
"3042",3042,"RT @ElaineQC: What a tool. Why isn't #WomensMarch being broadcast?! Thank God for @cspan https://t.co/W8xSDw9Lrs",1,0,0,0.5983,0.598
"3043",3043,"today was the ONLY time i have ever been in a crowd of strangers where i have felt safe and welcome, it all just felt RIGHT #WomensMarch",1,1,1,0.7096,0.71
"3044",3044,"RT @CaliKapowski: RT @billcanacci: And 42nd Street is a sea of people.#WomensMarch #womensmarchnyc https://t.co/mXbJO0har8",1,1,1,0,0
"3045",3045,"RT @tasharowmanoff: Scarlett Johansson speaking at #WomensMarch #WomensMarchOnWashington https://t.co/QxDw1BSENP",1,1,0,0,0
"3046",3046,"Evil? Corrupt? You must be talking about Democrat scum. They are BAD  ut Islamis MUCH worse!  @cybergent1 @MWAChicago @womensmarch @lsarsour",0,0,1,-0.9244,-0.924
"3047",3047,"Evil? Corrupt? You must be talking about Democrat scum. They are BAD  ut Islamis MUCH worse!  @cybergent1 @MWAChicago @womensmarch @lsarsour",0,0,1,-0.9244,-0.924
"3048",3048,"Join us @womensmarch in Washington DC on Jan 21. I'm walking with one of my daughters &amp; my mother-in-law. Women have power to make change!",1,1,0,0.3595,0.359
"3049",3049,"https://t.co/AmXyJzqrMF Behati Prinsloo Levine #womensmarch ✊🏼✊🏾✊🏿 https://t.co/2JUD96mw74",1,1,0,0,0
"3050",3050,"RT @TheSciBabe: My fellow #WomensMarch attendees: how will you put todays ideas into action? 

First: put ALL elections on your calendar. P…",1,1,0,0,0
"3051",3051,"@realDonaldTrump say it! Say the name: #WomensMarch say it! Acknowledge the real #powerofthepeople",1,1,0,0,0
"3052",3052,"#TrumpTheHypocrite: His #MAGA hats are produced in Vietnam, NOT in USA. The other ones of the #WomensMarch, are 100% handcrafted in USA. https://t.co/GQk6PUeyZD",1,0,0,0,0
"3053",3053,"RT @elemenous: I march for my friend Sarah: The face of Obamacare | Suffolk Times #whyIMarch #WomensMarch  https://t.co/cJB0DSahR1",1,1,0,0.4939,0.494
"3054",3054,"So proud to have taken part in the #WomensMarch  in DC yesterday. The energy of the crowd was amazing and I'm so proud of everyone there 👭👭",1,1,0,0.9229,0.913
"3055",3055,"RT @GrumpyLeyla: i am honestly so proud of girls around the world, we can do anything #WomensMarch",1,1,1,0.79,0.75
"3056",3056,"@Harry_Styles love how you always come on here to say something positive about what we believe is right! Love you 😘 #WomensMarch",1,1,0,0.9441,0.923
"3057",3057,"RT @VallivanaMurgui: Les dones que no han quedat callades davant Trump👧👩👵🙆 impressionant!!
We Can Do IT 💪
#WomensMarch https://t.co/oSfLdCu…",1,1,0,0.3219,-0.418
"3058",3058,"THIS #ForMyGirl 💟 https://t.co/BASH2I9qwO",1,1,0,0.6369,0
"3059",3059,"#AMJoy I will think of this #WomensMarch when the few rights I'm allowed to express are rolled back.",1,1,0,0,0
"3060",3060,"Oakland women's march #WOMENSMARCH https://t.co/KOWTS53Jim",1,1,0,0,0
"3061",3061,"RT @wwwfoecouk: ""It’s the little things citizens do. That’s what will make the difference."" Wangari Maathai (1940-2011) #womensmarch #Women…",1,1,0,0,0
"3062",3062,"Accusations / charges of sexism is meant for the people not the actual sexists when you're on the left. #WomensMarch",0,0,1,-0.5267,-0.527
"3063",3063,"@_Sandra_R_ @PrincessBravato @chrisgeidner @BuzzFeedNews Where can the rest of us sign on? Count me in. #theamericanpublic #womensmarch",1,1,0,0,0
"3064",3064,"@sallykohn @womensmarch AND I am honoring our country and new President on #Inauguration to show my son that #women aren't all about women!",1,1,0,0.5562,0.556
"3065",3065,"To all the caregivers in hospitals, senior homes and other facilities, we're thinking of you and marching on your behalf! #WomensMarch",1,1,0,0,0
"3066",3066,"You don't represent me! @womensmarch #womensmarch
#ProLife 
#ProBabies
#MAGA 
 https://t.co/2Uhie2MV2G",0,0,1,0,0
"3067",3067,"Fuck yes! #WomensMarch https://t.co/gWCEisMz7S",1,1,0,-0.2714,-0.271
"3068",3068,"Post your photos (and your prayers) as you protest! #Ohio #UCC #womensmarch @unitedchurch https://t.co/xrEhFHA2HA",1,1,0,-0.3164,-0.316
"3069",3069,"Oh, T***, you have a problem: https://t.co/LMAULjqOWr",1,0,1,-0.4019,-0.402
"3070",3070,"WHO LETS HER KEEP TALKING SJSKSKSSKDKK https://t.co/dGCasFJJnD",0,0,1,0,0
"3071",3071,"RT @miggles_bee: Seeing all these #WomensMarch posts is making my heart full for the first time since Trump became  a candidate ❤💙💚💛💜",1,1,0,0.9803,0
"3072",3072,"RT @LatinasLeadCA: Thank you @emilyslist @EmergeAmerica and @latinovictoryus for putting on this training. #latinaslead #readytorun #Womens…",1,1,0,0.3612,0.361
"3073",3073,"RT @ZantiMisft: WINNER #WomensMarch https://t.co/487iULTCPs",1,1,0,0.6739,0.674
"3074",3074,"The latest The Daily News! https://t.co/wcomHpwO6t Thanks to @kingWTOP #womensmarch #forbesu30europe",1,1,0,0.4926,0.493
"3075",3075,"Yea. I know. My theory is that in this country it's a privilege to fight for your rights. Who has friends in D.C to house them? Money to 🚗? https://t.co/55rezWvVY1",1,1,0,0.5204,0.52
"3076",3076,"Cruel irony https://t.co/NTcRsB8k2o Symbol of freedom &amp; equality is turned into a symbol of supremacism &amp; oppression. #WomensMarch",1,0,0,0.0516,0.052
"3077",3077,"RT @SchMieke: @Sugarcubedog @oregon_girl3 @womensmarch 
The LV, LA, WA and MD women's marches now include/ honor Hillary. 
More will follow…",1,1,0,0.4939,0.494
"3078",3078,"RT @Ginger_Cleary: @pitchfork @TrgdyAnn @Madonna @womensmarch Thank you for saying to #Trump what so many of us want to say to him.",1,1,0,0.4215,0.421
"3079",3079,"Well said.  Thread 👇 https://t.co/w9Ik5ly8Pp",1,1,0,0.2732,0.273
"3080",3080,"And people wonder why #WomensMarch was a thing - this is why 🙄 https://t.co/CgSR18GJce",1,0,0,0,0
"3081",3081,"#WomensMarch Yeah, takin it to the streets.  But to paraphrase FDR: The only thing we have to fear is the fear we might run out of steam.",1,0,1,-0.8402,-0.84
"3082",3082,"Hey #BART did you not know there is a major #WomensMarch  today? Why so few trains and so short?",1,1,0,0,0
"3083",3083,"There were lots of people waiting to get tickets at the station for the train to go to the #WomensMarch that the station let us in for free",1,1,0,0.5106,0.511
"3084",3084,"We made history at #womensmarch. Now it’s time to make our voices heard. First up: send a postcard to your Senators https://t.co/mi7MPimnVU",1,1,0,0,0
"3085",3085,"Why does history find women's marches so forgettable? https://t.co/u48ogtZ10T 
#WomensMarch",1,0,0,0,0
"3086",3086,"Another 30 or so. 😀 #womensmarch https://t.co/exXUuGM6wa",1,1,0,0.3612,0
"3087",3087,"@JonTronShow @AmandaFlagg She should try living in Saudi Arabia. Which is funny since the #WomensMarch is run by a pro Sharia Law Islamist.",0,0,1,0.4404,0.44
"3088",3088,"Jesus, every time I see one of these awful videos about the mistreatment of females, EVEN BABIES, I just get so torn up. Makes me sick. https://t.co/OIv2ykdu6E",1,0,0,-0.8367,-0.822
"3089",3089,"The people at #foxnews are delusional if they thought that Inaugural address from trump was inclusive. WORST ADRESS EVER. #WomensMarch",1,0,0,-0.7034,-0.703
"3090",3090,"RT @ploriggio: These two Toronto women have my fav sign so far #WomensMarch #WomensMarchOnWashington #WMWcanada https://t.co/2gZZ4SZGoQ",1,1,0,0.4588,0.494
"3091",3091,"#womensmarch #womensmarchsf @ San Francisco Ferry Building https://t.co/85GxRYUjEH",1,1,0,0,0
"3092",3092,"RT @CathReneeONeill: Hot-diggity damn. https://t.co/g5VHwksail",1,0,0,-0.4019,-0.402
"3093",3093,"what is wrong with Tabitha https://t.co/vC6BaHgtFr",1,0,0,-0.4767,-0.477
"3094",3094,"Hey fashys:

You might want to take note, the resistance outnumbers you by orders of magnitude.

And we're not accepting your fashys shit. https://t.co/Q5nmFEbtIr",1,0,0,-0.6688,-0.669
"3095",3095,"who knew pansy was so pretty tho what's her @ https://t.co/Gqa5j1Inwg",0,1,1,0.6269,0.541
"3096",3096,"RT @paulboy: @HillaryClinton @womensmarch I march for you!",1,1,0,0,0
"3097",3097,"RT @littlekim: Lots of @womensmarch buses at some rando truck stop! Lots of people hate #Trump #ResistTrump #notmypresident #theresistance…",1,1,0,-0.7345,-0.735
"3098",3098,"@realleman @AlexLFisher @raymondbraun @HillaryClinton @womensmarch 3 million. Not going to call you an idiot because that would be rude.",1,0,0,-0.743,-0.743
"3099",3099,"RT @kayclark88: People against the #womensmarch and saying that is useless and stupid is exactly why it's not. It's about love and equality.",1,0,0,-0.8614,-0.861
"3100",3100,"RT @Public_Citizen: Dr. King's vision compels us to keep organizing for an inclusive democracy. Jan 21, #WeRise: https://t.co/EYlvVFUdQ1 #M…",1,1,0,0.25,0.25
"3101",3101,"oh boy, why he acting like this the only march to ever happen? &amp; there's more to throw a mass hissy fit over than a candidate not winning... https://t.co/eRwHxUPsfU",0,0,1,0.3013,0.301
"3102",3102,"RT @charliehartwell: #WhyIMarch - because women's health care is our nation's health care.  @UltraViolet @NRDC @PPact @TheRepProject",1,1,0,0.7506,0.751
"3103",3103,"We made history at #womensmarch. Now it’s time to make our voices heard. First up: send a postcard to your Senators https://t.co/LUURDrMPzo",1,1,0,0,0
"3104",3104,"Super inspired and proud of the women out on the #WomensMarch right now. I love every single one of you.❤ #FemalesAreTheFuture",1,1,0,0.9618,0.937
"3105",3105,"#WomensMarch @realDonaIdTrump Hillary may have lost the fight, but she started a revolution of change! A FAR GREATER ACCOMPLISHMENT !",1,1,1,0.5398,0.54
"3106",3106,"This is what AlexBrookLynn is seeing at the #WomensMarch in Washington. What are you seeing? https://t.co/nWQMEDVrLB",1,1,0,0,0
"3107",3107,"RT @femifisting: The #WomensMarch fights the Patriarchy reducing women to their genitals! https://t.co/1UTZtn6UBV",0,0,1,-0.4574,-0.457
"3108",3108,"The latest A Frugal Girl's Diary of Info! https://t.co/byAO6NOhDr Thanks to @camibmd #ad #womensmarch",1,0,0,0.4926,0.493
"3109",3109,"RT @lemonadenormani: Here's what you can do next! https://t.co/qFyTkQQE5C",1,1,1,0,0
"3110",3110,"RT @LouisLavo: Trump is pathetic
#WomensMarch",1,0,0,-0.5719,-0.572
"3111",3111,"@vincentdonofrio @womensmarch Thank you!",1,1,0,0.4199,0.42
"3112",3112,"Stop Asking What The Women’s March Is “About” .@shanisilver .@womensmarch https://t.co/jcPe9HaQXN",1,0,0,-0.296,-0.296
"3113",3113,"Me, too. https://t.co/doRgUrF0H7",1,1,0,0,0
"3114",3114,"Shout out to all of the Supermen &amp; boys' support at the #WomensMarch!💪🏾 We❤️you! #feministmen… https://t.co/tT5KctmmOg",1,1,0,0.508,0.508
"3115",3115,"RT @ErinSchrode: We chose to stand up, march + gather together. We will become our own collective moral compass. Amazing LGBTQI 🏳️‍🌈 activi…",1,1,0,0.5859,0.586
"3116",3116,"RT @curtisstigers: THIS IS THE FUNNIEST PHOTO OF THE DAY! https://t.co/CigH8pUb64",1,1,0,0.6833,0.683
"3117",3117,"me in the future probably https://t.co/27V5RCsetQ",1,1,0,0,0
"3118",3118,"RT @UFCW: RT @richards_andy: Members of @UFCW out in full force today for the #WomensMarch. #1uwomen https://t.co/zpRsMn9ePu",1,1,0,0,0
"3119",3119,"Don't do this. Don't. https://t.co/TAU0tl4GsF",1,0,0,0,0
"3120",3120,"The law enforcement officers in Cincinnati were so calm and friendly. They knew there wouldn't be a problem. #MarchOnWashington #womensmarch https://t.co/2YjBPVR3Qf",1,1,1,0.8277,0.808
"3121",3121,"Look at all the pussy hats! https://t.co/mjG0MusIZo",1,1,0,0,0
"3122",3122,"RT @EJDionne: A few great signs from the #WomensMarch:
""I Can See Russia from Here."" https://t.co/WuLzIjKliB",1,1,0,0.6249,0.625
"3123",3123,"Hey Donald, I suppose all of these people are ""professional protesters"" being paid by the DNC, right? #WomensMarch https://t.co/sPlEwsZP3U",1,0,0,-0.2263,-0.226
"3124",3124,"This is a fantastic statement from around the world. Hope you are clever enough to understand the message @POTUS @VP https://t.co/hUvpEfghuP",1,1,0,0.8591,0.859
"3125",3125,"RT @sladams3: @Hopes119 @ashleycarey @d_seaman #madonna 's ride is waiting. #WomensMarch #nastywomen https://t.co/sekT9geuv3",1,1,0,0,0
"3126",3126,"Activism that is raced as Black is subject to state violence &amp; is inevitably accused of causing that very violence.  #BLM #WomensMarch",1,0,0,-0.8932,-0.893
"3127",3127,"RT @avengerstan: united we stand #WomensMarch",1,1,0,0.4215,0.421
"3128",3128,"RT @SharonGibson3: That's true, Gloria. But Donald Trump apparently hasn't read the Constitution to know this. (He's not a reader, he says.…",1,0,0,0.2263,0.226
"3129",3129,"RT @WatchCTVNews: LIVE NOW: Thousands attend #WomensMarch in Washington. https://t.co/iIORuPkcCT https://t.co/tp7juSkqan",1,1,0,0,0
"3130",3130,"A peaceful transfer of power does not mean a passive one. 🙌🏼 #WomensMarch #womensmarchny https://t.co/AbNOdSDkAM",1,1,0,0.3834,0.383
"3131",3131,"RT @cherrigregg: ""peace, love and a sound mind"" - message to #PresidentTrump, peaceful #womensmarchphilly @KYWNewsradio @CBSPhilly @womensm…",1,1,0,0.8979,0.898
"3132",3132,"#seanspicer  ru kidding.  LIAR.  You say what was not really is -- and what is is really not.  to quote DJT -  SAD #WomensMarch",1,0,0,-0.8159,-0.816
"3133",3133,"RT @MayaErgas: ""#Immigrants are welcome here"" #WomensMarch https://t.co/NsCtbWv3E5",1,0,1,0.4588,0.459
"3134",3134,"RT @drapedinhistory: Green &amp; purple were the colors donned by suffragettes to rally their cause, as seen on this March of the Women 1911 so…",1,1,0,0,0
"3135",3135,"RT @4n0nybisRex: @muzikgirl11 Been posting this all day. #womensmarch organizer supports #sharialaw @AZroadunner @walton12170 @mflynnJR @PO…",0,0,1,0.3612,-0.428
"3136",3136,"""Nothing ever goes away until it teaches us what we need to know"" - Pema Chodron #talkwithabby #Womensmarch #higherlovefor2017",1,1,0,0,0
"3137",3137,"At the ""#Womensmarch"" a man punched a woman in the face, and the women defended him and victim blamed her because reasons.. https://t.co/Nype8b4eTK",0,0,1,-0.6369,-0.637
"3138",3138,"She's a Disrespectful Human Don't disrespect @POTUS or @SecretService ... She's All About Herself What a B 👎🏼💩 https://t.co/R7QuSgkNTw",0,0,1,0.3252,0.325
"3139",3139,"We the people! #WomensMarch https://t.co/eK4e6BpC1w",1,1,0,0,0
"3140",3140,"@kristenschaaled We had a couple of thousand earlier today in Leeds (UK) https://t.co/zhtWGDIMAR",1,1,1,0,0
"3141",3141,"Here's a super supportive puppo participating in the Toronto  #WomensMarch today. 13/10... by #cjmitra",1,1,1,0.7269,0.727
"3142",3142,"RT @CeciliaCmaida: TEXAS WOMEN STANDING UP AS TRUMP SIGNED TO DELAY VOTERS RIGHTS UNCONSTITUTIONAL LAW SUIT SET FOR TUES! FIGHT VOTER REDIS…",1,0,0,-0.7689,-0.769
"3143",3143,"RT @sweetnonnie: Philadelphia. https://t.co/qsBN9ATlbc",1,1,0,0,0
"3144",3144,"@tuns1999 a crowd of women either ignoring or blaming the victim. Shameful anywhere, shameful AND hypocritical at a #womensmarch.",0,0,1,-0.9468,-0.947
"3145",3145,"""Women deserve respect. Even in locker rooms. #WomensMarch #WomensMarchSanDiego… https://t.co/mEdmspNbCx",1,1,0,0.4767,0.477
"3146",3146,"LEGENDS https://t.co/L9Ca8uwvPr",1,1,0,0,0
"3147",3147,"""The light shines in the darkness, and the darkness has not overcome it"" #westandwithlove #WomensMarch https://t.co/xKzQoH6qwb",1,1,0,-0.4588,-0.459
"3148",3148,"RT @drDOCTORdrDR: reasonable request from the 4th doctor #womensmarch https://t.co/qdFDcjCDNf",1,1,0,0,0
"3149",3149,"Love this girl https://t.co/yHvroVyzRe",1,1,0,0.6369,0.637
"3150",3150,"I alternated watching the #WomensMarch with burning stuff in the backyard. Showing my masculine side. https://t.co/aRD7QSv5Da",1,1,0,0,0
"3151",3151,"RT @rolandsmartin: Hey @realDonaldTrump! You want to look at a massive crowd size? Look at the #WomensMarch. Now THAT'S a crowd. Your inaug…",1,1,0,0.1511,0.151
"3152",3152,"RT @Torres3203: So many celebrities are standing and speaking out on behalf of human rights
#WomensMarch https://t.co/EiyTJRq9S5",1,1,0,0,0
"3153",3153,"Is there a #WomensMarch happening in Chattanooga? If so, I'm not following the right people and media because I've seen no mention of it.",1,0,0,-0.296,-0.296
"3154",3154,"RT @Garossino: #ManyWomenAreSaying Trump always lies about how big his things are.

#WomensMarch",1,1,0,-0.4215,-0.421
"3155",3155,"Hail women and all marchers of Boise! You rock out loud! Look at that fucking weather #WomensMarch #boise https://t.co/hwJfcXhpig",1,1,0,0.2225,0.223
"3156",3156,"#WomensMarch Trafalgar Square https://t.co/BeWP4djDqq",1,1,0,0,0
"3157",3157,"To everyone who made sacrifices to march today, thank you. It was so powerful to see that we are not alone. #WomensMarch",1,1,0,0.7818,0.746
"3158",3158,"RT @K_Beckerle: Incredible photos (really: show of global solidarity) from #WomensMarch-- ""Respect existence or expect resistance"" https://…",1,1,0,0.6486,0.649
"3159",3159,"Little tiny man Trump roars but we are busy marching. Huge! https://t.co/OkmtS7onVt",1,1,0,0.501,0.501
"3160",3160,"RT @BBC_WHYS: Why did these women from Kenya, India and Germany join the #WomensMarch? https://t.co/szpwEC67md",1,0,0,0.296,0.296
"3161",3161,"Holy crap. This is in the heart of my hometown neighborhood. This is awesome. https://t.co/cMEvqzoEiR",1,1,0,0.7717,0.361
"3162",3162,"Protesting for women's rights whilst all wearing the oppressive hijab. Yes of course they ALL choose to wear it - of course they do. https://t.co/sMf4hQIlbn",0,0,1,-0.4215,-0.421
"3163",3163,"Oh so this is even more insane than her tweets. https://t.co/CkY9PtgFLS",0,0,1,-0.4576,-0.458
"3164",3164,"@TomiLahren I can see now why you miss Texas so much https://t.co/E6TH3G8xdx",1,1,0,-0.1531,-0.153
"3165",3165,"love the smile 💕
#WomensMarch",1,1,0,0.9001,0.772
"3166",3166,"Blah blah blah. I was there. It was glorious. https://t.co/zHBoboRmwr",1,1,0,0.4588,0.459
"3167",3167,"RT @bayleyann034: Madonna has two words for the haters..... although ppl will complain #WomensMarch #TheMarchContinues #MarchingForward #Ma…",1,0,0,-0.6908,-0.691
"3168",3168,"RT @KatieQLowes: We made history at #womensmarch. Now it’s time to make our voices heard. First up: send a postcard to your Senators https:…",1,1,0,0,0
"3169",3169,"My reaction 2 hearing that @jennajameson whose only contribution to world is getting banged in films - is mouthing off against #WomensMarch https://t.co/ku0PBLioJA",1,0,1,0,0
"3170",3170,"this chick makes me want to take my step fathers guns &amp; shoot her https://t.co/RZo7PJpGT2",0,0,1,-0.2732,-0.273
"3171",3171,"#womensmarch, @shxrlocked is now trending in #Toronto

https://t.co/Eqa859fPtr https://t.co/E6jdkuBAkA",1,1,0,0,0
"3172",3172,"@womensmarch @SAMputated let's do this! x",1,1,0,0,0
"3173",3173,"I march in solidarity with the millions of girls worldwide who are denied their right to education #WhyIMarch @hrw https://t.co/HN3hMEAa8S https://t.co/FH1Z2OnFYN",1,0,0,-0.1779,-0.178
"3174",3174,"@flo_tweet @womensmarch love u💕",1,1,0,0.8591,0.637
"3175",3175,"RT @WomenOccupyHwd: We Are Marching in L.A. Are you?#WomensMarch JOIN US! Email us at womenoccupyhwd@gmail.com 4 details!
@womensmarchla ht…",1,1,0,0.5449,0.545
"3176",3176,"RT @FullerProject: Police say more than 100k marchers in Boston! #WomensMarch https://t.co/TX6oxXj0NB",1,1,0,0,0
"3177",3177,"NOT IN OUR COUNTRY!! https://t.co/gMY906GVrR",1,1,0,0,0
